objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
obj_001,,O2JHkkS3eJE,,MVI_2199,Objeto Imposible,2024-07-21,"Buitres en Cerro Maule, Puerto Saavedra",pajaros,"Puerto Saavedra, Chile",-38.8137795,-73.4007954,,MVI_2199,MovingImage,video/mp4,eng,"Metadata-only record, please check publication for rights""",
obj_002,,OGE8gl5RuRE,,The Great Campaign,desconocido,desconocida,,pajaros,China,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
